,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
21943,17652158,Cozy bedroom in williamsburg,38593087,Russell,Brooklyn,Williamsburg,40.7087,-73.9671,Private room,80,1,58,2019-06-10,2.08,2,120
21944,17654277,Spacious Room w/ 2 Bed,116746802,Christine,Queens,Bayside,40.75047,-73.75349,Private room,65,7,40,2019-06-23,1.51,5,148
21945,17654611,Artsy Private Room in LIC. 2 min walk to Subway.,105372357,Lunara,Queens,Long Island City,40.74117,-73.94904,Private room,75,5,17,2019-06-09,0.61,1,112
21946,17655017,Astoria's private room,120137482,Dalva,Queens,Long Island City,40.75566,-73.9205,Private room,100,1,0,2011-03-28,0.0,1,0
21948,17664316,Private Room in Brooklyn Communal House,13416818,Emma,Brooklyn,Bedford-Stuyvesant,40.67964,-73.95629,Private room,45,2,16,2017-10-21,0.57,3,0
21949,17664413,Bx Apartment,45671454,Vii,Bronx,Olinville,40.88438,-73.86397,Private room,125,1,0,2011-03-28,0.0,1,0
21951,17665855,Spacious two bedrooms condo in upper Manhattan,13860679,Max,Manhattan,Inwood,40.86461,-73.92363,Entire home/apt,199,2,49,2019-05-23,1.81,3,147
21954,17666011,Central Park Views - Private Room & Bathroom,120245256,Paul,Manhattan,Upper West Side,40.79712,-73.96117,Private room,125,1,4,2017-08-15,0.14,1,0
21957,17667188,Private Bedroom in Rego Park / Forest Hills,120261070,Luci,Queens,Rego Park,40.7246,-73.85688,Private room,75,1,0,2011-03-28,0.0,1,0
21958,17667194,Sunny budget friendly room in Bushwick,8784337,Austin,Brooklyn,Bushwick,40.6937,-73.91006,Private room,32,5,3,2018-04-09,0.11,1,0
21959,17667585,"Cozy Apartment on Bedford Ave, Brooklyn",42727726,Natasha,Brooklyn,Williamsburg,40.71284,-73.96284,Private room,88,7,15,2018-01-01,0.55,1,0
21960,17667639,Your 1 bedroom home away from home!,43907907,Elle,Manhattan,Upper West Side,40.79563,-73.97634,Entire home/apt,215,3,38,2019-06-10,1.4,1,31
21963,17669561,"A cozy getaway, home away from home",57862648,Isaiah,Brooklyn,East New York,40.6613,-73.89088,Private room,60,1,0,2011-03-28,0.0,1,88
21965,17670245,Cozy bright room near Prospect Park,2263722,Mariam,Brooklyn,Flatbush,40.64945,-73.96108,Private room,56,7,12,2019-03-27,0.44,1,0
21966,17677710,Private Bedroom with Amazing Rooftop View,93148942,Trey,Brooklyn,Bushwick,40.69872,-73.92718,Private room,85,1,19,2017-08-31,0.72,2,0
21967,17678601,Pretty Brooklyn One-Bedroom for 2 to 4 people,107947878,Michael,Brooklyn,Bedford-Stuyvesant,40.6781,-73.90822,Entire home/apt,100,2,50,2019-06-26,3.12,2,235
21968,17679645,Room & private bathroom in historic Harlem,51594665,Shireen,Manhattan,Harlem,40.81248,-73.94317,Private room,55,2,0,2011-03-28,0.0,1,0
21969,17679822,Rosalee Stewart,120393659,Stanley,Manhattan,Harlem,40.81315,-73.94747,Entire home/apt,150,4,22,2019-06-15,0.85,1,238
21972,17680571,Brooklyn Garden Apartment in 2 Family House,3811546,Vinz,Brooklyn,Bedford-Stuyvesant,40.69076,-73.95404,Entire home/apt,122,4,59,2018-09-01,2.11,1,217
21974,17681190,Cozy Studio at the Heart of Williamsburg,22019825,Ceylan,Brooklyn,Williamsburg,40.71889,-73.95707,Entire home/apt,150,7,2,2018-01-04,0.08,1,0
21975,17681470,"Family Vacation in NYC, Close to the City!",60244293,Savannah,Brooklyn,Bedford-Stuyvesant,40.68445,-73.92662,Entire home/apt,160,2,45,2018-01-30,1.61,2,0
21976,17682081,Artist Brooklyn Heights Home,9028424,Michael,Brooklyn,Brooklyn Heights,40.69551,-73.99371,Entire home/apt,140,7,1,2018-01-02,0.05,1,8
21978,17682543,Studio Apartment in Flatiron District,97266110,Ashley,Manhattan,Greenwich Village,40.73523,-73.99465,Entire home/apt,180,3,2,2017-04-18,0.07,1,365
21981,17683202,Amazing Loft. Great light and view!,1721381,Malik,Brooklyn,Park Slope,40.68233,-73.97778,Entire home/apt,180,3,2,2017-04-18,0.07,1,0
21982,17683903,Full Brownstone Near Prospect Park,21725994,Tim,Brooklyn,Prospect-Lefferts Gardens,40.65598,-73.95831,Entire home/apt,190,7,9,2019-02-21,0.36,2,82
21983,17684067,Travelers Private Room,119737270,Fattie,Brooklyn,Flatbush,40.64041,-73.95674,Private room,60,2,0,2011-03-28,0.0,2,175
21985,17684151,Cosy apartment in Park Slope,25054395,Ginevra,Brooklyn,South Slope,40.66929,-73.98707,Entire home/apt,163,5,12,2019-05-30,0.43,1,192
21986,17684277,Cute Private Room,119737270,Fattie,Brooklyn,Flatbush,40.63865,-73.95786,Private room,65,2,0,2011-03-28,0.0,2,0
21988,17684828,Amazing Astoria New York 2 bedroom 10 min to NYC,120456470,Nicholas,Queens,Ditmars Steinway,40.77411,-73.90926,Entire home/apt,200,5,42,2018-12-07,1.55,1,77
21989,17684912,Modern 1 bedroom condo near Pratt in Bed-Stuy,6274742,Michael,Brooklyn,Bedford-Stuyvesant,40.69197,-73.95849,Entire home/apt,84,4,8,2019-06-12,1.1,1,0
21991,17690331,"Quiet Bedroom in Central Bushwick, 16 mins to NYC",58953152,Dmitry,Brooklyn,Bushwick,40.69927,-73.91316,Private room,42,2,12,2018-12-30,1.26,2,0
21993,17691601,Charming Blue Bdrm in Victorian Home,3249903,Kamilya,Brooklyn,Flatbush,40.63501,-73.95522,Private room,98,4,0,2011-03-28,0.0,3,0
21994,17692275,SUNNY BDRM IN VICTORIAN HOME,3249903,Kamilya,Brooklyn,Flatbush,40.63637,-73.95698,Private room,75,4,2,2019-06-10,0.32,3,188
21995,17692837,"Manhattan Large, room by CUNY& Columbia University",27378293,Lendy,Manhattan,Harlem,40.82837,-73.94854,Private room,86,2,3,2018-09-13,0.11,3,342
21996,17692964,Downtown NYC Luxury Apartment - TriBeCa,6198824,Tyler,Manhattan,Tribeca,40.7192,-74.01022,Entire home/apt,251,1,12,2017-05-28,0.43,1,0
21997,17694203,Sun drenched Park Slope getaway..,50755667,Kyla,Brooklyn,South Slope,40.66865,-73.9865,Entire home/apt,85,3,6,2019-02-20,0.23,3,98
21998,17695571,Luxury 2 BR in Urban Brooklyn,14768609,Grace,Brooklyn,Fort Greene,40.69677,-73.97112,Entire home/apt,285,4,19,2019-07-05,0.68,1,15
21999,17697164,NEW Park Avenue-Madison Avenue 3BED Condo Sleeps 6,120570941,Genee,Manhattan,Murray Hill,40.74817,-73.98211,Entire home/apt,325,2,5,2017-11-15,0.18,1,0
22000,17697781,Luxury High-Rise Studio with VIEWS,120577730,Kate,Manhattan,Financial District,40.70833,-74.0131,Entire home/apt,220,2,9,2019-04-09,0.33,1,47
22001,17697886,Park Slope Gem,120577640,David,Brooklyn,Park Slope,40.66926,-73.97862,Private room,250,1,0,2011-03-28,0.0,1,89
22004,17699556,Huge room in Brooklyn,10714931,Nick,Brooklyn,Crown Heights,40.67268,-73.95249,Private room,50,3,16,2018-08-29,0.62,4,37
22005,17699647,"Minimal Oasis | Best Location:S Williamsburg, BK",11524572,Angelica And Prescott,Brooklyn,Williamsburg,40.71233,-73.96181,Entire home/apt,145,3,56,2019-06-24,2.01,1,18
22006,17699790,"HGV Club NY, NY",120599606,James,Manhattan,Midtown,40.76383,-73.97704,Private room,199,2,0,2011-03-28,0.0,1,0
22008,17702057,Upper East Side Cozy Apartment,26177358,Vladimir,Manhattan,Upper East Side,40.7683,-73.95919,Entire home/apt,230,4,34,2019-06-25,1.33,1,4
22012,17710717,"Light-filled, cozy 2 bedroom apartment",18481424,Tomas,Brooklyn,Bedford-Stuyvesant,40.68968,-73.94483,Entire home/apt,100,7,3,2018-10-21,0.11,1,0
22015,17712166,Great room in Washington heights!,43098504,Mike,Manhattan,Washington Heights,40.85022,-73.92903,Private room,50,4,9,2018-09-29,0.33,1,83
22016,17712552,"Cozy, Private Guest Bedroom In A Great Location",73756811,Cara,Brooklyn,Crown Heights,40.67247,-73.94421,Private room,65,1,51,2018-06-28,1.83,1,0
22017,17712998,Hip One Bedroom Apartment in NYC's East Village,40031815,Kelly,Manhattan,East Village,40.72864,-73.98102,Entire home/apt,200,5,2,2018-09-25,0.07,1,0
22018,17713865,Private Room!,7475363,Lola,Manhattan,Upper East Side,40.76578,-73.95443,Private room,150,2,61,2019-06-16,2.85,2,287
22019,17714306,Private Room in Brooklyn,53972872,Autumn,Brooklyn,Crown Heights,40.67186,-73.94094,Private room,50,1,6,2018-08-28,0.21,1,0
22020,17716140,Beautiful sunny studio.,120761466,Atherly,Brooklyn,Flatbush,40.64765,-73.95804,Private room,90,2,45,2019-06-30,1.64,1,363
22022,17716225,Dreamy Parkside Loft-Studio w/ Private Patio,84548731,Shelley,Brooklyn,Prospect-Lefferts Gardens,40.65531,-73.96161,Private room,50,4,6,2019-03-31,0.22,1,6
22023,17716237,Sunny one bedroom on the Upper East Side,4812440,Mara,Manhattan,Upper East Side,40.7701,-73.9589,Entire home/apt,250,2,0,2011-03-28,0.0,1,0
22024,17716523,30 Minutes from Manhattan Apartment by South Beach,41398005,Mirco,Staten Island,Arrochar,40.59347,-74.06914,Entire home/apt,122,1,52,2019-06-23,2.0,3,219
22025,17717593,Plymouth Loft,7854459,Christina,Brooklyn,DUMBO,40.70208,-73.98568,Entire home/apt,225,2,1,2018-04-14,0.07,1,88
22027,17718694,Artist's Bitchin 1BR,4933848,Mathew,Brooklyn,Bushwick,40.69554,-73.92588,Entire home/apt,90,1,4,2017-05-12,0.14,1,0
22028,17719353,Private Queen room&bathroom in NEW Luxury Building,89197711,Albert,Brooklyn,Gravesend,40.60044,-73.99341,Private room,79,1,2,2017-05-28,0.08,1,0
22029,17719502,Duplex 5 BR apartment in a historic brownstone,29055402,Petra,Brooklyn,Bedford-Stuyvesant,40.68567,-73.93509,Entire home/apt,275,2,66,2019-06-28,2.42,1,23
22030,17725136,Large room in Bushwick,45387487,Andrew,Brooklyn,Bushwick,40.69705,-73.92585,Private room,45,1,0,2011-03-28,0.0,1,1
22031,17728208,Bright and Clean One Bedroom - Females Only!,95306427,Alexi,Manhattan,East Village,40.72766,-73.98249,Private room,100,3,26,2018-10-21,0.94,1,0
22033,17729060,Cute and Sunny Soho Room,4135793,Zoe,Manhattan,Nolita,40.72263,-73.99622,Private room,75,1,8,2017-04-30,0.28,1,0
22034,17729625,Lovely Brown Stone Casa Curran,120890372,Michelle Curran,Brooklyn,Bushwick,40.695,-73.90755,Entire home/apt,145,7,25,2019-06-16,0.95,1,271
22035,17730019,HALSEY HAVEN,101435219,Gretchen,Brooklyn,Bedford-Stuyvesant,40.68607,-73.92392,Entire home/apt,161,2,45,2019-06-24,1.65,2,270
22036,17730390,Bedroom in Brooklyn Communal House,13416818,Emma,Brooklyn,Bedford-Stuyvesant,40.68116,-73.95726,Private room,45,2,14,2017-09-30,0.51,3,0
22038,17730964,Charming room in a spacious 3/1,41847916,Farah,Brooklyn,Bedford-Stuyvesant,40.68683,-73.94411,Private room,50,2,0,2011-03-28,0.0,1,0
22039,17731252,Sunny Brooklyn Home,9263625,Em,Brooklyn,Prospect Heights,40.67774,-73.96487,Entire home/apt,95,7,22,2019-06-23,0.78,1,13
22040,17731335,Private room in cozy Astoria apartment,120906593,Yoko,Queens,Astoria,40.76121,-73.92341,Private room,60,2,40,2019-06-23,1.46,1,67
22041,17731370,Spacious Apartment Near Yankee Stadium.,120906241,Crystal,Bronx,Morris Heights,40.84565,-73.91684,Entire home/apt,80,4,0,2011-03-28,0.0,1,0
22042,17731891,New 2 BDR apt/great location/20 mins to Manhattan,120725189,Svetlana,Brooklyn,Bath Beach,40.60353,-74.01599,Entire home/apt,180,3,46,2019-07-02,1.68,1,334
22043,17735101,Quiet Studio in the ❤️of Hells Kitchen for 1 person,25651976,Lola,Manhattan,Hell's Kitchen,40.7606,-73.99345,Entire home/apt,150,8,8,2019-01-02,0.3,1,11
22044,17735156,Private Cozy Large  Comfortable Bedroom.,4204783,Kevin,Staten Island,West Brighton,40.63116,-74.12278,Private room,49,2,45,2019-06-09,1.62,3,276
22045,17735639,Adorable Bright Private Bedroom.,4204783,Kevin,Staten Island,West Brighton,40.63149,-74.12393,Private room,49,2,32,2019-06-29,1.14,3,315
22046,17735760,5-STAR REVIEW 1 BEDROOM LINCOLN CENTER- BEST PRICE,9215977,Kevin,Manhattan,Upper West Side,40.77617,-73.98188,Entire home/apt,249,3,20,2019-06-29,0.84,1,63
22047,17737245,Chic & zen room in a very clean Brooklyn apt,43045034,Thuy,Brooklyn,Bedford-Stuyvesant,40.6966,-73.93839,Private room,70,3,27,2019-06-01,1.81,1,0
22048,17737925,Extra Cosy Room in Williamsburg,120989542,Arthur,Brooklyn,Williamsburg,40.70626,-73.95212,Private room,60,4,3,2017-08-07,0.12,1,0
22049,17738174,Bayside Room  w/ 1 Bed,116746802,Christine,Queens,Bayside,40.74924,-73.75654,Private room,49,3,29,2019-06-16,1.07,5,96
22050,17738717,Clean Cosy Bedroom w/Desk 10min to JFK & Big Mall,6166708,Christine & Einstein,Queens,Rosedale,40.65252,-73.73425,Private room,22,1,59,2019-05-17,2.1,1,0
22051,17739111,Living Room in 2 Bedroom Apartment Brighton Beach,119523037,Anna,Brooklyn,Brighton Beach,40.58017,-73.9616,Shared room,50,1,1,2017-09-13,0.05,4,1
22053,17743697,Glam Private Bedroom 6 stops to Time Square,14746465,Brooklyn,Manhattan,Harlem,40.81184,-73.94488,Private room,89,3,49,2018-07-15,1.76,1,157
22054,17744351,1 Bd furnished Bayridge Brooklyn NY,119029523,Ebada,Brooklyn,Fort Hamilton,40.62241,-74.02863,Entire home/apt,115,4,3,2019-05-19,0.48,3,295
22055,17746222,Perfect bedroom. Near Subways Columbia CityCollege,16721721,Federico,Manhattan,Harlem,40.8153,-73.9508,Private room,65,2,18,2018-11-04,0.64,1,0
22056,17748284,Guest BedRm in quaint NYC neighborhood. NEAR TRAIN,25196982,Nikolas,Queens,Astoria,40.76924,-73.91702,Private room,65,1,11,2019-06-17,3.24,1,9
22057,17749273,1 br Woodside - close to LGA!,121096858,Caressa,Queens,Woodside,40.74176,-73.90631,Private room,35,1,0,2011-03-28,0.0,1,0
22058,17750238,Great room in a spacious Inwood Apartment,13860679,Max,Manhattan,Inwood,40.86348,-73.92232,Private room,99,3,4,2018-10-03,0.15,3,179
22059,17750380,Bright Sanctuary in Williamsburg,611109,Alexandra,Brooklyn,Williamsburg,40.70849,-73.96603,Private room,83,1,46,2019-06-25,1.69,2,192
22061,17750661,elegant room in a spacious Inwood apartment,13860679,Max,Manhattan,Inwood,40.86448,-73.92351,Private room,99,3,0,2011-03-28,0.0,3,180
22063,17751338,Brooklyn Beauty,19222653,Kara,Brooklyn,Bay Ridge,40.63431,-74.02552,Entire home/apt,100,3,25,2019-06-11,0.96,1,353
22065,17752493,Private Room in Large Two-floor Apt w/ Backyard,20926711,Ashek,Manhattan,Chelsea,40.74864,-73.99398,Private room,89,2,2,2017-04-02,0.07,1,113
22066,17752907,large light-filled bedroom in Bushwick!,65068375,Mabel,Brooklyn,Bushwick,40.70216,-73.92928,Private room,37,2,1,2017-05-08,0.04,1,0
22067,17753121,Spacious Serene Large Room near L Train,121141615,Beth,Queens,Ridgewood,40.70886,-73.91742,Private room,60,1,1,2017-09-24,0.05,1,0
22070,17757976,Spacious Luxury Loft - 1BR,121185129,Kathleen,Manhattan,Gramercy,40.7345,-73.98482,Entire home/apt,325,6,11,2018-07-29,0.41,1,177
22072,17759482,"Clean, beautifully modernized, vintage apartment",32012247,Isaiah,Manhattan,Lower East Side,40.72194,-73.98941,Shared room,68,1,5,2017-06-18,0.18,1,0
22074,17759694,Private Williamsburg SunDrenched Large  Studio,17041154,Lindsay,Brooklyn,Williamsburg,40.70987,-73.94756,Entire home/apt,210,2,35,2019-06-23,1.56,1,170
22076,17762525,"Quiet, Comfortable Studio in Chelsea/Village",19824881,Julia,Manhattan,Chelsea,40.74128,-73.99986,Entire home/apt,139,1,0,2011-03-28,0.0,1,0
22080,17763785,"Oversized one bedroom
Midtown, West 57 the St.",120381434,JoAnn,Manhattan,Hell's Kitchen,40.76722,-73.98568,Entire home/apt,227,5,6,2019-04-23,0.95,1,0
22081,17764129,One Bedroom Apartment in Williamsburg Brooklyn,121244117,Todd,Brooklyn,Williamsburg,40.71869,-73.95158,Entire home/apt,100,2,1,2017-03-24,0.04,1,0
22083,17764691,UWS Studio Apt (Between Columbus & Amsterdam Ave),120951063,Roxanne,Manhattan,Upper West Side,40.78549,-73.97664,Entire home/apt,97,3,4,2017-04-16,0.14,1,0
22084,17765198,Neat Room w/ 1 Bed,116746802,Christine,Queens,Bayside,40.75092,-73.75316,Private room,50,7,35,2019-06-24,1.29,5,145
22085,17765395,Bayside Room w/ 2 Bed,116746802,Christine,Queens,Bayside,40.75136,-73.75269,Private room,60,7,30,2019-05-26,1.1,5,169
22086,17765398,"Cozy, quiet apartment in trendy Greenpoint spot!",46504226,Chelsea,Brooklyn,Greenpoint,40.73018,-73.95464,Private room,50,7,1,2019-03-16,0.26,1,157
22087,17765841,2-bedroom Apt on Kissena Park in NYC,23234988,Ann,Queens,Flushing,40.74923,-73.80568,Entire home/apt,229,1,22,2018-12-27,0.8,6,265
22088,17766580,Sunny 1 bedroom in Nolita,4223227,Masha,Manhattan,Lower East Side,40.7203,-73.99172,Entire home/apt,150,2,18,2018-04-28,0.87,1,0
22089,17771762,"Quiet, Large, & Cozy Bedroom in Cool Bushwick Apt",9864136,Anthony,Brooklyn,Bushwick,40.68643,-73.91465,Private room,50,1,3,2017-09-30,0.13,26,342
22090,17771811,NYC pad without the NYC price tag,48331309,Ketty,Staten Island,Tompkinsville,40.63101,-74.08443,Entire home/apt,95,4,54,2018-09-24,2.06,1,0
22091,17774316,Large bedroom in 3 bedroom apt UES,121352443,Michael,Manhattan,East Harlem,40.78866,-73.95435,Private room,62,3,3,2017-04-28,0.11,1,0
22093,17774810,Bedroom in fully renovated apartment,29546670,Norberto & Lana,Queens,Ridgewood,40.70336,-73.90991,Private room,55,1,41,2019-07-03,2.18,1,5
22094,17774890,Brownstone with farmhouse charm,20378750,Corinne,Brooklyn,Crown Heights,40.67438,-73.94071,Entire home/apt,90,6,8,2018-07-24,0.35,1,8
22095,17774989,Cozy room in West Harlem,121359320,Kathy,Manhattan,Harlem,40.83046,-73.94142,Private room,30,1,7,2017-08-21,0.25,1,0
22096,17776104,Private room in East Harlem close to heart of NYC,38772311,Sophie,Manhattan,East Harlem,40.80113,-73.94283,Private room,100,2,0,2011-03-28,0.0,1,0
22098,17776554,ARTIST LOFT IN CONVERTED FACTORY - NEAR 2 METROS,121130063,Luke & Madia,Brooklyn,Bushwick,40.70276,-73.9271,Private room,70,1,59,2018-04-15,2.11,3,362
22102,17778781,Room in cute apartment in South Williamsburg,120567010,Molly,Brooklyn,Williamsburg,40.71168,-73.9657,Private room,100,5,2,2017-05-25,0.07,1,0
22105,17779879,UWS Private Room & Bath,18140569,Carrie,Manhattan,Upper West Side,40.80171,-73.96623,Private room,89,5,55,2018-09-07,2.02,1,0
22106,17780857,"SUPER HIGH END condo, roof deck, Ditmas Park Bklyn",121429669,Elizanda,Brooklyn,Kensington,40.63052,-73.97161,Private room,250,2,0,2011-03-28,0.0,1,365
22108,17786762,"Lovely 1 Bdrm, Glittering City Lights & Waterview",945880,Juhea,Manhattan,Hell's Kitchen,40.76428,-73.9941,Entire home/apt,127,3,1,2017-05-12,0.04,1,0
22109,17788697,PRIVATE BROOKLYN APT.  with quiet garden,3682941,Marco,Brooklyn,Bedford-Stuyvesant,40.68769,-73.95254,Private room,150,5,0,2011-03-28,0.0,1,66
22110,17790276,Spacious 2 bedroom w/ balcony. BrooklynNY NEAR ALL,116754031,Rosemary,Brooklyn,Flatlands,40.63159,-73.92724,Entire home/apt,170,2,3,2019-06-27,1.14,3,180
22111,17790958,Room in SOHO! On Broome Street,49651890,Rosemarie,Manhattan,Nolita,40.72196,-73.99664,Private room,120,6,47,2019-07-03,2.54,1,40
22112,17791461,Bunk Bed Fun Room - really cozy and affordable!,5121858,Erica,Brooklyn,Bushwick,40.69708,-73.91237,Private room,44,3,31,2019-07-01,1.11,1,365
22114,17791938,Seperate Appartement in Appartement Bklyn Hights,16302498,Andreas,Brooklyn,Brooklyn Heights,40.69253,-73.99249,Private room,150,2,61,2019-06-16,2.36,1,117
22115,17792429,The Maujer Patio,28876335,Michael,Brooklyn,Williamsburg,40.70973,-73.94552,Private room,75,2,0,2011-03-28,0.0,1,0
22116,17792856,Cute bedroom available near subway in Astoria!,73610315,Kerstin,Queens,Astoria,40.76529,-73.92304,Private room,53,2,14,2018-05-17,0.55,1,0
22117,17793180,Nice room in  quiet 3BR apartment,106046570,Diamond,Brooklyn,Bushwick,40.69491,-73.91266,Private room,100,1,2,2018-01-01,0.09,1,269
22118,17793185,Sunny Apartment In Brownstone 2BD with deck,3803423,Jenna,Brooklyn,Prospect Heights,40.67841,-73.9698,Entire home/apt,175,7,5,2018-10-25,0.18,1,0
22119,17793963,Luxury/360 View/Gym/Downtown/Doorman,121574038,Christianne,Manhattan,East Village,40.72107,-73.98039,Entire home/apt,170,3,8,2019-05-27,0.36,1,111
22120,17794915,Modest West Harlem Room Nearby Columbia University,121585653,Ari,Manhattan,Harlem,40.81733,-73.95413,Private room,25,1,0,2011-03-28,0.0,1,0
22123,17806646,Beautiful Loft Railroad apartment in Bushwick,29952340,Nico,Brooklyn,Bushwick,40.70432,-73.9267,Entire home/apt,94,2,51,2019-06-28,1.87,1,74
22124,17808825,AG's Palace 1,121612198,Maura,Brooklyn,Canarsie,40.6427,-73.91266,Private room,69,1,20,2018-10-15,0.78,4,305
22125,17808917,Gorgeous & Spacious UES apartment,85218001,Natasha,Manhattan,Upper East Side,40.77666,-73.95618,Private room,105,2,8,2018-06-16,0.3,1,0
22126,17809161,East Village 1 Bdrm Price Negotiable Exposed Brick,1872051,Alejo,Manhattan,East Village,40.72856,-73.98125,Entire home/apt,79,2,1,2017-04-07,0.04,1,0
22129,17809649,Gorgeous East Harlem private room,76534284,TaSh,Manhattan,East Harlem,40.79295,-73.93808,Private room,62,3,21,2018-09-23,0.77,1,0
22130,17811033,LARGE LUXURY DESIGNER WALL ST APARTMENT,96735804,E,Manhattan,Financial District,40.70552,-74.00941,Entire home/apt,110,7,32,2019-06-13,1.17,1,272
22131,17812444,3 bedroom in the heart of the west village,54850437,Lauren,Manhattan,West Village,40.73581,-74.00666,Entire home/apt,185,4,22,2019-07-02,0.81,1,22
22133,17813679,Bright 1 Bedroom Apartment in Brooklyn,15400695,Danielle,Brooklyn,Crown Heights,40.67541,-73.94917,Entire home/apt,110,2,4,2019-05-19,0.3,1,0
22134,17813907,"Perfect 1 Bdrm Touring Apt, Midtown, Close to ALL!",9127398,Carissa,Manhattan,Murray Hill,40.74891,-73.97846,Entire home/apt,235,3,0,2011-03-28,0.0,1,0
22136,17817203,Room rent for close to Manhattan,121802962,Sandra,Queens,Astoria,40.77411,-73.92731,Private room,53,5,47,2019-06-23,1.76,1,5
22137,17819994,"Bedroom in Park Slope, 20 min to city",20846509,Ludvig,Brooklyn,Park Slope,40.67148,-73.97766,Private room,95,9,4,2017-11-11,0.18,1,0
22139,17822626,"Airy, Private Room in an Artistic Apartment",29510483,Amandine,Brooklyn,Prospect-Lefferts Gardens,40.65749,-73.95511,Private room,65,2,0,2011-03-28,0.0,1,0
22140,17824129,NEWLY FURNISHED Studio at Park Avenue South,102763353,Krysia,Manhattan,Midtown,40.74397,-73.98405,Entire home/apt,130,4,5,2018-09-02,0.19,2,0
22141,17824351,"Heart of East Village, Middle of Everything",30381715,Sean,Manhattan,East Village,40.72552,-73.98657,Private room,79,4,1,2017-05-13,0.04,1,0
22142,17825100,2 bedroom with patio in clinton hill,48243500,Carri,Brooklyn,Clinton Hill,40.69422,-73.96565,Entire home/apt,107,2,5,2017-05-30,0.18,1,0
22143,17826827,Shabby chic Studio 1 Block from McGolrick Park,5626253,Matthew,Brooklyn,Greenpoint,40.7233,-73.94187,Entire home/apt,116,1,9,2017-04-30,0.32,1,0
22144,17828289,Dreamy & Flowery Bedstuy Bedroom,105018962,Karly,Brooklyn,Bedford-Stuyvesant,40.69461,-73.94825,Private room,47,3,5,2017-08-14,0.2,2,0
22145,17828438,Lovely Bedroom in heart of East Village,23089531,Caitlin,Manhattan,East Village,40.72771,-73.98983,Private room,100,2,66,2019-06-12,2.39,3,27
22146,17829241,All in one place (A),74179880,Silvia,Brooklyn,East New York,40.6754,-73.88989,Private room,75,3,71,2019-06-10,2.61,8,360
22147,17829947,Big & Sunny Apartment in Williamsburg,81141009,Jason,Brooklyn,Williamsburg,40.71666,-73.94562,Entire home/apt,160,5,10,2017-09-27,0.37,1,0
22148,17830470,Spacious 3BR Brownstone with HUGE backyard,22659263,Kate,Brooklyn,Crown Heights,40.67091,-73.94888,Entire home/apt,275,4,6,2019-07-06,0.26,1,96
22149,17831929,Apartment of Musicians in Ditmas Park,11136995,Gabriel,Brooklyn,Flatbush,40.64807,-73.96625,Private room,22,3,2,2018-03-05,0.08,1,0
22150,17832970,Private Room in 2 Bedroom Apartment by the Sea,119523037,Anna,Brooklyn,Brighton Beach,40.58186,-73.9602,Private room,60,1,2,2019-02-11,0.07,4,1
22151,17835503,Manhattan/ Center of Manhattan,46506241,Marcy,Manhattan,Harlem,40.81213,-73.9395,Entire home/apt,70,4,9,2018-07-02,0.44,1,0
22152,17839052,TWO PRIVATE ROOMS in apt share,119466544,Jim,Brooklyn,South Slope,40.66424,-73.98395,Private room,100,3,6,2019-05-07,0.23,2,179
22153,17839487,Sunny Top Floor Room with Manhattan skyline view,122012905,Lene,Brooklyn,Bedford-Stuyvesant,40.68144,-73.9426,Private room,55,5,0,2011-03-28,0.0,1,0
22154,17839944,CUTE ROOM - Times Square-19minutes,122026078,Shah Memo,Manhattan,Harlem,40.81703,-73.9525,Private room,64,2,8,2019-06-23,0.29,3,98
22155,17840284,Great Washington Heights Private Bedroom in a 4 BR,122028274,Markus,Manhattan,Washington Heights,40.84545,-73.93809,Private room,47,3,4,2018-08-13,0.16,1,0
22156,17840682,Home away from home in the heart of Chelsea,122032246,Jaime,Manhattan,Chelsea,40.74107,-73.99936,Entire home/apt,250,2,2,2017-04-21,0.07,1,0
22159,17842115,"Art, Design & Comfort.",68228552,Assane,Brooklyn,Bedford-Stuyvesant,40.68309,-73.95249,Private room,88,7,6,2018-10-28,0.33,2,82
22160,17842170,Brooklyn Chic,122044489,Tonie,Brooklyn,Bedford-Stuyvesant,40.6905,-73.94375,Private room,100,1,0,2011-03-28,0.0,2,130
22161,17843168,Columbus Circle Lincoln center Central park,112335936,Ronnie,Manhattan,Upper West Side,40.77048,-73.98252,Private room,250,3,11,2019-04-21,0.42,1,17
22162,17843998,"Large & Sunny, a Lovely 2-Bed Apt in East Village",23089531,Caitlin,Manhattan,East Village,40.72571,-73.98789,Entire home/apt,250,2,8,2019-06-02,0.32,3,264
22163,17844130,Trendy Apt in Historic Brooklyn Heights,101127101,John,Brooklyn,Brooklyn Heights,40.69564,-73.99691,Entire home/apt,150,3,26,2019-05-27,0.95,1,0
22165,17845507,Small room in South Slope House,122079426,Martha,Brooklyn,South Slope,40.6632,-73.98529,Private room,50,1,19,2017-06-12,0.71,1,0
22166,17845650,Cosy Midtown Studio,121620125,Phil,Manhattan,Midtown,40.75794,-73.96959,Entire home/apt,141,8,12,2018-02-02,0.44,1,0
22167,17847040,Spacious 1bd in the heart of Midtown High Rise  !,31451454,Terry,Manhattan,Midtown,40.76352,-73.9831,Entire home/apt,199,2,70,2019-06-15,2.65,1,263
